id,name,description,price_sek,price_eur,category,brand,country,volume,alcohol_percentage,image_url,in_stock,article_number,food_pairing,character,grape_variety
119154,Ken Forrester The FMC,"Höjden av vad vi anser vara det finaste uttrycket av druvorna från denna druvsort - en ikonisk chenin, en utmaning för världen! Våra vingårdar ligger på sluttningarna av Helderberg, i hjärtat av Sydafrikas mest berömda vinregion Stellenbosch, och kallas allmänt för hemvistet för chenin blanc och andra prisbelönta premiumviner. Under årens lopp har vårt sortiment av högkvalitativa viner fått ett enormt nationellt och internationellt erkännande med bokstavligen hundratals utmärkelser och utmärkelser. Våra viner är allmänt tillgängliga på välrenommerade restauranger och exporteras över hela världen. Ken Forresters filosofi har alltid varit att skapa ett sortiment av handgjorda, individuellt framställda viner som passar till en mängd olika maträtter och ger ett utmärkt värde.",36.95,,,Ken Forrester,,,,/owif/images/119154?size=300,,,"Skaldjur Asiatiskt Aperitif, sällskapsvin",Torrt,Chenin Blanc
109922,Koelenbosch African Soil Pinotage,Rich cherry and vanilla aromas. Strong tannin structure with blackcurrant and dark chocolate flavours. ,20.95,,,Koelenbosch,,,,/owif/images/109922?size=300,,,Lamm Grillat Biff,Fylligt,
119637,Krämer Straîght Sauvignon Blanc,"Rättframma och stilfulla tyska Sauvignon blanc från kalkstensvingårdar med låg fertilitet gjorda av den unge vinmakaren Tobias Krämer från Wissbergs sluttningar i Gau-Weinheim, södra Rheinhessen. Vin, som skapade tysk SB kategori i Alko.Senaste utmärkelser:Årets viner 2024 i Finland: Det bästa europeiska vit vin 13-18€.Silver - Viinilehti årets vita vinerna 2022, kategori #1 tyska SB's""2013 skapad Straight range förväntas bli viktigare i framtiden; Estate-vinerna är klara och intensiva, kvaliteten är extremt hög och toppsortimentet är mycket spännande. Vinum tysk vinguide 2024",11.5,,,Krämer,,,,/owif/images/119637?size=300,,,"Sallader, vegetariskt Fiskrätter Svamp",Torrt,
110199,Kungfu Girl Pinot Noir,"Unleash the bold and vibrant flavors of Kungfu Girl Pinot Noir, a wine that combines elegance with a touch of adventure. This Pinot Noir offers a captivating blend of red cherry, raspberry, and plum, accented by hints of spice and earthy undertones. Its smooth, medium-bodied texture and well-balanced acidity make it a versatile and delightful wine for any occasion.Kungfu Girl Pinot Noir is perfect for pairing with a variety of dishes, from grilled salmon and roasted chicken to mushroom risotto and charcuterie. Its approachable yet complex profile makes it a favorite among wine enthusiasts and casual drinkers alike. Enjoy the dynamic character and refined taste of Kungfu Girl Pinot Noir, a wine that brings a playful twist to classic Pinot Noir.",12.5,,,Charles Smith,,,,/owif/images/110199?size=300,,,Vegetariskt,Medelfylligt,Pinot Noir
119651,Kungfu Girl Riesling,"It takes an unconventional winemaker to make a totally unexpected dry Riesling. One night, Charles was eating Chinese takeout and watching a fight scene in a notorious martial arts film when he had an idea: a killer white wine made to be paired with Asian food. Just like that, Kung Fu Girl was born. And it’s been kicking ass and taking names ever since.Tasting notes: White peach, mandarin orange and apricot are delivered with a core of minerality that makes this dry Riesling shimmer with energy and freshness. Another epic vintage of Kung Fu Girl.Pairings: Spicy ramen, Sriracha pork tacos, Chinese takeout",12.5,,,Charles Smith,,,,/owif/images/119651?size=300,,,"Sallader, vegetariskt Pasta Aperitif, sällskapsvin",Halvtorrt,Riesling
119823,Kungfu Girl Riesling  BIB,"It takes an unconventional winemaker to make a totally unexpected dry Riesling. One night, Charles was eating Chinese takeout and watching a fight scene in a notorious martial arts film when he had an idea: a killer white wine made to be paired with Asian food. Just like that, Kung Fu Girl was born. And it’s been kicking ass and taking names ever since.Tasting notes: White peach, mandarin orange and apricot are delivered with a core of minerality that makes this dry Riesling shimmer with energy and freshness. Another epic vintage of Kung Fu Girl.Pairings: Spicy ramen, Sriracha pork tacos, Chinese takeout",21.95,,,Charles Smith,,,,/owif/images/119823?size=300,,,Vilt Asiatiskt Gris,Halvtorrt,Riesling
219563,Köldknäpp,,24.95,,,Open Water Brewery,,,,/Dist/Img/new-taxfree/usercategory-7.png,,,"Efterrätter Aperitif, sällskapsvin",Söt,
119665,La Cour des Dames Vin Orange,"Låt oss ge oss ut på en upptäcktsfärd i denna otypiska cuvée som garanterat kommer att glädja vinälskare på jakt efter överraskande nya smakupplevelser! Detta macererade vita vin har en starkt kopparorange färg som skiljer sig mycket från rosé och har en otypisk och mycket intressant doftpalett med subtila, kryddiga toner av ingefära, kummin, enbär, kryddnejlika och pepparkaka, samt nyanser av kanderade citrusfrukter, apelsinskal och bergamott. Mycket delikat, friskt, mjukt och harmoniskt i gommen.Orangevin passar till en mängd olika rätter.Serveras kylt (10-12°C) och passar utmärkt till tapas eller till en måltid med medelhavsgrönsaker. Det passar särskilt bra till det asiatiska köket, grillade räkor eller till en indisk curry.",13.95,,,La Cour des Dames,,,,/owif/images/119665?size=300,,,"Sallader, vegetariskt Asiatiskt Aperitif, sällskapsvin",Torrt,Muscat Gewurtstraminer Viognier Grenache Blanc Chenin Blanc
110177,La Fiole Côtes de Rhône Rouge,"Côtes du Rhônevin gjort på huvudsakligen grenache med en liten andel syrah i sig.För att behålla fruktigheten i vinet har det mognat i 12 månader på cementtank.Friskt och fruktigt vin med smak av svarta vinbär, plommon, lakrits och kryddor.",9.95,,,La Fiole,,,,/owif/images/110177?size=300,,,"Kyckling, kalkon Grillat Buffé Aperitif, sällskapsvin Svamp Risotto",Medelfylligt,Syrah Garnacha
109880,La Mirada Tempranillo Syrah BIB,"I doften kan du hitta mörka bär som björnbär, körsbär, blåbär och hallon, men den viker sig också åt i choklad, kryddig och örtig riktning.Smaken har mjuka tanniner, medelfyllig, vinbärssylt, mörk choklad och kryddig.Fungerar utmärkt som socialt vin, men även till en mängd olika korvrätter. Grillat fläsk är också en bra match.",18.95,,,Katse,,,,/owif/images/109880?size=300,,,Grillat Gris Buffé,Medelfylligt,Tempranillo Syrah
